layer,proj,channel,selected_count,is_scale_topk,is_frequency_topk
7,up_proj,818,0,0,0
7,up_proj,819,0,0,0
7,up_proj,820,1,0,0
7,up_proj,821,0,0,0
7,up_proj,822,0,0,0
7,up_proj,823,0,0,0
7,up_proj,824,0,0,0
7,up_proj,825,6,0,0
7,up_proj,826,0,0,0
7,up_proj,827,0,0,0
7,up_proj,828,0,0,0
7,up_proj,829,0,0,0
7,up_proj,830,0,0,0
7,up_proj,831,0,0,0
7,up_proj,832,0,0,0
7,up_proj,833,0,0,0
7,up_proj,834,0,0,0
7,up_proj,835,0,0,0
7,up_proj,836,0,0,0
7,up_proj,837,0,0,0
7,up_proj,838,0,0,0
7,up_proj,839,0,0,0
7,up_proj,840,0,0,0
7,up_proj,841,0,0,0
7,up_proj,842,0,0,0
7,up_proj,843,0,0,0
7,up_proj,844,0,0,0
7,up_proj,845,3,0,0
7,up_proj,846,0,0,0
7,up_proj,847,7,0,0
7,up_proj,848,0,0,0
7,up_proj,849,0,0,0
7,up_proj,850,0,0,0
7,up_proj,851,0,0,0
7,up_proj,852,0,0,0
7,up_proj,853,0,0,0
7,up_proj,854,0,0,0
7,up_proj,855,0,0,0
7,up_proj,856,0,0,0
7,up_proj,857,0,0,0
7,up_proj,858,0,0,0
7,up_proj,859,0,0,0
7,up_proj,860,0,0,0
7,up_proj,861,0,0,0
7,up_proj,862,0,0,0
7,up_proj,863,0,0,0
7,up_proj,864,0,0,0
7,up_proj,865,0,0,0
7,up_proj,866,0,0,0
7,up_proj,867,0,0,0
7,up_proj,868,8,0,0
7,up_proj,869,0,0,0
7,up_proj,870,0,0,0
7,up_proj,871,0,0,0
7,up_proj,872,0,0,0
7,up_proj,873,0,0,0
7,up_proj,874,0,0,0
7,up_proj,875,0,0,0
7,up_proj,876,0,0,0
7,up_proj,877,0,0,0
7,up_proj,878,0,0,0
7,up_proj,879,0,0,0
7,up_proj,880,0,0,0
7,up_proj,881,0,0,0
7,up_proj,882,0,0,0
7,up_proj,883,0,0,0
7,up_proj,884,0,0,0
7,up_proj,885,0,0,0
7,up_proj,886,0,0,0
7,up_proj,887,0,0,0
7,up_proj,888,0,0,0
7,up_proj,889,0,0,0
7,up_proj,890,0,0,0
7,up_proj,891,0,0,0
7,up_proj,892,0,0,0
7,up_proj,893,0,0,0
7,up_proj,894,0,0,0
7,up_proj,895,0,0,0
7,up_proj,896,0,0,0
7,up_proj,897,0,0,0
7,up_proj,898,0,0,0
7,up_proj,899,0,0,0
7,up_proj,900,0,0,0
7,up_proj,901,0,0,0
7,up_proj,902,0,0,0
7,up_proj,903,0,0,0
7,up_proj,904,64,1,1
7,up_proj,905,0,0,0
7,up_proj,906,1,0,0
7,up_proj,907,1,0,0
7,up_proj,908,0,0,0
7,up_proj,909,0,0,0
7,up_proj,910,0,0,0
7,up_proj,911,0,0,0
7,up_proj,912,0,0,0
7,up_proj,913,0,0,0
7,up_proj,914,2,0,0
7,up_proj,915,0,0,0
7,up_proj,916,0,0,0
7,up_proj,917,0,0,0
7,up_proj,918,0,0,0
7,up_proj,919,0,0,0
7,up_proj,920,0,0,0
7,up_proj,921,64,1,1
