scope,preset,variant,active_experts,tokens_per_expert,total_routed_tokens,total_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
routed_moe_layer,olmoe,duquant_once,16,4,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.053317,1.051490,1.058071,0.019218,1.000000,0.798621,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,16,4,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.841201,0.839237,0.841322,0.018780,1.252159,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,16,4,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.948820,0.948489,0.950062,0.002605,1.110134,0.886576,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,16,8,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.049706,1.045996,1.056155,0.011102,1.000000,0.796078,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,16,8,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.835648,0.834771,0.837334,0.013577,1.256158,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,16,8,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.942809,0.940864,0.943415,0.002377,1.113381,0.886339,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,16,16,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.050422,1.048574,1.050689,0.006460,1.000000,0.799079,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,16,16,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.839370,0.831516,0.839500,0.005499,1.251441,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,16,16,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.936274,0.929990,0.950958,0.012723,1.121917,0.896500,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,16,32,512,64,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.067865,1.054580,1.069320,0.076860,1.000000,0.787023,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
